,text,dict,entities,biluo,has_entity
416,"the detection of small objects in large swaths of imagery isone of the primary problems in aerial imagery analytics [7],and is a particularly challenging task in satellite imagery.the objects of interest in this type of images are often verysmall and densely clustered, while in other types of lateral orgeneral images the targets are much larger and more promi-nent, as occurs in the imagenet dataset [8]. moreover, objects","{'entities': [(385, 393, 'DATASET_NAME')]}","[(385, 393, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
417,ppca report uses the opinrank review dataset extracted,"{'entities': [(21, 44, 'DATASET_NAME')]}","[(21, 44, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
418,opinrank review dataset contains the full review of the car,"{'entities': [(0, 23, 'DATASET_NAME')]}","[(0, 23, 'DATASET_NAME')]","['B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
419,"the remainder of the paper is organized as follows: thefollowing section provides a review of the state of the artof object detection methods; the proposed weakly-supervisedobject detection method is described in section iii; thenew version of the masati dataset used for evaluation isdescribed in section iv; the series of experiments carried outis detailed in section v, and finally, the main conclusions ofthis work are summarized in section vi.","{'entities': [(248, 262, 'DATASET_NAME')]}","[(248, 262, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
420,"[17] a. krizhevsky, i. sutskever, and g. e. hinton. imagenet","{'entities': [(52, 60, 'DATASET_NAME')]}","[(52, 60, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
421,evaluated using the opinrank review dataset from the uci,"{'entities': [(20, 43, 'DATASET_NAME')]}","[(20, 43, 'DATASET_NAME')]","['O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O']",True
422,"1ilsvrc is a 1,000 classes subset from imagenet [46], a generic purposedatabase for object classification.","{'entities': [(39, 47, 'DATASET_NAME')]}","[(39, 47, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
423,"hugely responsible for the current near-human accuracyof image recognition algorithms. of them, inception-v3, inception-v4 and resnet are few recent models thathave achieved more than 90 percent classification accuracy.since the images in imagenet are from widely differentclasses, the image recognition algorithms can easily find thediscriminative features to classify them. however, these al-gorithms will find it difficult to classify images that sharemany similar features. for example, fine grained classifica-tion of stanford dogs dataset (sdd) [2] consisting of puredog breeds is difficult as some dogs share similar featuresand look alike, but belong to different breeds. identifyingthe parents of mixed breeds is more difficult as it not onlyshares the complications in classifying pure breeds but alsohas the problem of unpredictable features derived from theirparent class. further, limited availability of data on mixedbreed dogs data set makes identification of their parents dif-ficult. for example, figure 1 shows three dogs that belong","{'entities': [(239, 247, 'DATASET_NAME'), (523, 544, 'DATASET_NAME')]}","[(239, 247, 'DATASET_NAME'), (523, 544, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
424,"stanford dogs dataset (sdd) [2] aims at fine-grainedimage classification (fgic), which is more challengingthan general image classification problem due to littleinter-class variation, large intra-class variation and greaterbackground variation. there are two main researchfocuses for fgic, feature representation and object/partlocalization. for feature representation, using featuresextracted from convolutional neural network is widely used","{'entities': [(0, 21, 'DATASET_NAME')]}","[(0, 21, 'DATASET_NAME')]","['B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
425,behavioral reviews. an opinrank review dataset from the,"{'entities': [(23, 46, 'DATASET_NAME')]}","[(23, 46, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O']",True
426,"we are notified that the images in the test set for sddoverlap with training dataset in imagenet. so, transferlearning using pre-trained models on imagenet can’trepresent the true accuracy of fine-grained classificationproblem since the test set is contaminated. sermanetet al. [8] observed a drop of 3% accuracy in the fullgooglenet baseline model when trained with de-dupeddata relative to one trained with full ilsvrc 2012 trainingset. the case is similar for the bird dataset caltech-ucsdbirds-200-2011. before milestone, we tried to traininception-v3, inception-v4, resnet-18 and resnet-50on sdd from scratch. training for more than 10 hourswith around 20 epochs gives test accuracy less than 10%.given the limited resources and time, it is impractical toretrain those models on sdd. we find a novel aspect ofthe classification problem that is to classify mixed breeddogs using fine-tuned model on pure breed dogs. to the","{'entities': [(88, 96, 'DATASET_NAME'), (147, 155, 'DATASET_NAME')]}","[(88, 96, 'DATASET_NAME'), (147, 155, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
427,"clustering merupakan proses mengelompokkan atau penggolongan objek berdasarkan informasi yang diperoleh dari data yang menjelaskan hubungan antar objek dengan prinsip untuk memaksimalkan kesamaan antar anggota satu kelas dan meminimumkan kesamaan antar kelas/cluster. salah satu algoritma clustering adalah qualitative hierarchical clustering. algoritma tersebut adalah metode analisis cluster yang membangun hirarki dari cluster. jarak antara tiap obyek merupakan input dari algoritma ini. iterasi terus berlanjut sampai semua obyek telah dicluster menjadi sebuah cluster saja. dengan menggunakan sebuah metode hierarchical clustering untuk mengukur jarak antara data time series pada ozone level detection dataset yang telah ditentukan. algoritma hierarchical dimulai dengan menjadikan tiap objek menjadi sebuah cluster dan secara iterasi menggabungkan tiap cluster yang mirip. jarak antar objek merupakan input dari algoritma ini. iterasi terus berlanjut sampai semua objek telah di cluster hingga menjadi cluster saja. sistem perangkat lunak yang dibangun dengan algoritma pada data time series, hierarchical clustering, dan metode qualitative dapat melakukan proses clustering pada data time series. tingkat akurasi dari metode hierarchical clustering dapat dilihat dari nilai rata-rata akurasi f-measure yang di dapat. akurasi dari masing-masing percobaan yang memiliki nilai f-measure paling tinggi terdapat pada scenario ke dua dimana nilai f-measure yang di dapat adalah 0.9792.","{'entities': [(686, 715, 'DATASET_NAME')]}","[(686, 715, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
428,"since test data set of stanford dogs dataset (sdd) isa subset of imagenet training dataset, it is not appropriateto apply transfer learning with pre-trained cnn architec-tures on imagenet. however, our goal is to test the perfor-mance of the model on mixed breed dogs dataset which iscollected by ourselves and has no overlap with imagenetdataset. therefore, we leverage the pre-trained inceptionmodel on imagenet by fine tuning the model on the train-ing dataset of sdd. when fine tuning the inception model[6], we add one more fully connected layer on top of themodel to give scores for the 120 dogs classes as shown infigure 4. during training, the dataset is split to trainingdataset containing 80% of the data and validation datasetwith 20% of the data. then we test the well-trained modelon mixed breed dogs dataset. after getting the scores ofthe 120 dogs classes, we evaluate the model using metricsdefined in section 5.","{'entities': [(23, 44, 'DATASET_NAME'), (65, 73, 'DATASET_NAME'), (179, 187, 'DATASET_NAME'), (405, 413, 'DATASET_NAME')]}","[(23, 44, 'DATASET_NAME'), (65, 73, 'DATASET_NAME'), (179, 187, 'DATASET_NAME'), (405, 413, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
429,"inspired by leveraging part information as in part modelsand attention models, we obtain saliency maps (224 x 224),which are considered as a reference for critical parts, forannotated, resized training images (224 x 224 x 3) usingthe pre-trained resnet-50 model on imagenet [7]. we thencrop the training images by restricting to the area whichcovers all the pixels that have values greater than 10 timesthat of average pixels in the given saliency map, where 10","{'entities': [(265, 273, 'DATASET_NAME')]}","[(265, 273, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
430,"we prepare data by applying feature-wise and sample-wise standardization on raw images. further, we apply dataaugmentation methods such as random rotation, horizontaland vertical shifts, shears, zooms, flips and filling pointsoutside boundaries by nearest points in image. we use ro-tation range of 40 degrees while horizontal, vertical, shearand zoom ranges are all equal to 0.2 to generate augmentedimages. we also generate images by flipping them horizon-tally. we fill the points outside the boundaries according tothe nearest mode. we then fine-tune the pre-trained incep-tion model from imagenet using this augmented data. dataaugmentation helps in increasing the training data size andhence we can aim for a better validation accuracy. figure6 are data augmented images of a chihuahua. we can seethat each image is obtained by a combination of one or moreabove data augmentation methods. [6]","{'entities': [(593, 601, 'DATASET_NAME')]}","[(593, 601, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
431,"4. analisa hasil uji coba proses pengujian dilakukan dengan melakukkan pengujian sebanyak 5 kali pada masing-masing dataset pada tabel 5.1, setiap pengujian akan menggunakan data random sesuai banyak data yang diujikan. kemudian dari hasil percobaan didapatkan nilai akurasinya yakni precision, recall dan f-measure. dimana nilai precision akan menghasilkan nilai titik estimasi yang mana akan menyeimbangkan fungsi dari precision dan recall, nilai recall akan menghasilkan nilai perbandingan antara jumlah dataset yang benar/relevan yang ditemukan oleh sistem (a) dengan jumlah dataset pada kategori, dan nilai f-measure akan menghasilkan nilai kemiripan dari hasil kategorisasi suatu dataset. pada proses perhitungan analisis recall, precision, f-measure akan menggunakan nilai inputan dari class asli pada dataset pengujian yang sudah ditentukan dari dataset ozone level detection dataset. dari hasil evaluasi yang akan diketahui kelayakan dari metode hierarchical clustering. untuk mengambil kesimpulan, dari hasil analisa terebut dibuat sebuah grafik precision, recall dan f-measure dan time. 4.1 pengujian pertama dengan jumlah dataset 100 akan","{'entities': [(862, 891, 'DATASET_NAME')]}","[(862, 891, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
432,"recommendation system play an important role in e com-merce systems such as amazon, ebay, zalando etc. in thisproject we focused on making recommendation based onwhat items the user has used in the past and on whatthe other users have done. which are the most widely usedfunctions in online services for presenting relevant items froma given item. we used an online retail dataset with 541,909transactions and 2603 items and also synthetically generatedtransaction history dataset with 5 million transaction and24,010 unique items we applied distributed representationmethod to be able to recommend the next possible item forthe particular user. the key idea of our approach is treatingitems as words, and then training the skip gram model basedon those items and users information. resulting item vectorsfrom the model can be used to calculate the cosine similaritybetween items, and find the similar items for a given list ofitems. the experiments show that our system achieved anaccuracy of 44.46 % using the real dataset and 61.03%using synthetically generated one.keywords: recommender system, item2vec, word2vec,rdd (resilient distributed dataset)","{'entities': [(359, 380, 'DATASET_NAME')]}","[(359, 380, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
433,"traditionally, word2vec models are trained on textualcorpus data but here we utilize it on the purchase data ofusers. we are therefore treating each item as a word. then theoriginal word2vec method can be applied in the recommen-dation scenario. based on the idea of utilizing cosine distanceto measure the similarity between items, we apply distributedrepresentation approach to build our recommender system.we used a transformed online retail dataset found at [22].","{'entities': [(431, 452, 'DATASET_NAME')]}","[(431, 452, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O']",True
